,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
45,Derailment of Canadian Pacific Railway Freight Train 292-16 and Subsequent Release of Anhydrous Ammonia,2002-01-18T05:00:00Z,48.232487,-101.332162,Closed,,,,,,,,"<p>​​At approximately 1&#58;37 a.m. on January 18, 2002, eastbound Canadian Pacific Railway freight train 292-16, traveling about 41 mph, derailed 31 of its 112 cars about 1/2 mile west of the city limits of Minot, North Dakota. Five tank cars carrying anhydrous ammonia, a liquefied compressed gas, catastrophically ruptured, and a vapor plume covered the derailment site and surrounding area. The conductor and engineer were taken to the hospital for observation after they complained of breathing difficulties. About 11,600 people occupied the area affected by the vapor plume. One resident was fatally injured, and 60 to 65 residents of the neighborhood nearest the derailment site were rescued. As a result of the accident, 11 people sustained serious injuries, and 322 people, including the 2 train crewmembers, sustained minor injuries. Damages exceeded $2 million, and more than $8 million has been spent for environmental remediation.<br></p>","<p>​​We determined&#160;that the probable cause of the derailment of Canadian Pacific Railway train 292-16 was an ineffective Canadian Pacific Railway inspection and maintenance program that did not identify and replace cracked joint bars before they completely fractured and led to the breaking of the rail at the joint. Contributing to the severity of the accident was the catastrophic failure of five tank cars and the instantaneous release of about 146,700 gallons of anhydrous ammonia.​​</p>",<p>​​We made recommendations to the Federal Railroad Administration and the Canadian Pacific Railway.<br><br></p>,,,,,,,,,,,,,,
46,Collision of Three Union Pacific Freight Trains,2001-12-13T05:00:00Z,38.483628,-90.726690,Closed,,,,,,,,"<p>​​About 5&#58;46 a.m.&#160;on December 13, 2001, three Union Pacific (UP) freight trains were involved in a collision and derailment on the Jefferson City Subdivision at Pacific, Missouri, about 35 miles southwest of St. Louis. The collision occurred in double main track territory governed by a centralized traffic control signal system. In total 6 locomotives and 74 cars were derailed.</p><p>There were two crewmembers on each of the three trains. Two crewmembers were seriously injured, and two received minor injuries. There was a release of 10,000 gallons of diesel fuel and a small fire. Damages were $10 million.
</p><p>The weather was overcast with misting rain and a temperature of 36° F. It was dark at the time of the collision.&#160;<br></p>",<p>​We determined&#160;that the probable cause of the rear-end collision of eastbound train CNRBW-10 with eastbound train 2CNAAE-10 and the resulting collision of westbound train CPAWE-13 was the conductor and engineer of train CNRBW-10 being in a fatigue-induced unresponsive state as their train passed several wayside signals and approached the rear of train 2CNAAE-10.​<br></p>,,,,,,,,,,,,,,,
47,Collision of Two Canadian National/Illinois Central Railway Trains,2001-11-15T05:00:00Z,42.719358,-83.483815,Closed,,,,,,,,"<p>​​On November 15, 2001, about 5&#58;54 a.m., eastern standard time, Canadian National/Illinois Central Railway (CN/IC) southbound train 533 and northbound train 243 collided near Clarkston, Michigan. The collision occurred on the CN/IC Holly Subdivision at a switch at the south end of a siding designated as the Andersonville siding. Train 533 had been operating in a southward direction through the siding and was traveling at 13 mph when it struck train 243. Signal 14LC at the turnout for the siding displayed a stop indication, but train 533 did not stop before proceeding onto the mainline track. Train 243 was operating northward on a proceed signal on the single main track about 30 mph when the trains collided. Both crewmembers of train 243 were fatally injured; the two crewmembers of train 533 sustained serious injuries. The total cost of the accident was approximately $1.4 million.<br></p>","<p>​​We&#160;determined&#160;that the probable cause of the November 15, 2001, Canadian National/Illinois Central Railway accident in Clarkston, Michigan, was the train 533 crewmembers'&#160;fatigue, which was primarily due to the engineer's untreated and the conductor's insufficiently treated obstructive sleep apnea.​</p>",<p>We ​​made recommendations to the Canadian National Railway (parent organization of the CN/IC) and the Federal Railroad Administration.​</p>,,,,,,,,,,,,,,
48,CSX Freight Train Derailment and Subsequent Fire in the Howard Street Tunnel,2001-07-18T04:00:00Z,39.287601,-76.619425,Closed,,,,,,,,"<p>​​On Wednesday, July 18, 2001, at 3&#58;08 p.m., eastbound CSX&#160;freight train L-412- 16 derailed 11 of its 60 cars while passing through the Howard Street Tunnel in Baltimore, Maryland. Four of the 11 derailed cars were tank cars&#58; 1 contained tripropylene, a flammable liquid; 2 contained hydrochloric acid; and 1 contained di(2- ethylhexyl) phthalate, which is a plasticizer and an environmentally hazardous substance. The derailed tank car containing tripropylene was punctured, and the escaping tripropylene ignited. The fire spread to the contents of several adjacent cars, creating heat, smoke, and fumes that restricted access to the tunnel for several days. A 40-inchdiameter water main directly above the tunnel broke in the hours following the accident and flooded the tunnel with millions of gallons of water. Five emergency responders ​sustained minor injuries while involved with the on-site emergency. Total costs associated with the accident, including response and clean-up costs, were estimated at about $12 million.<br></p>","<p>After an exhaustive investigative effort, we&#160;could not identify convincing evidence to explain the derailment of CSX freight train L-412-16 in the Baltimore, Maryland, Howard Street Tunnel on July 18, 2001.</p><p>No preaccident equipment defects or rail defects were found. Computer simulations were used to evaluate locomotive event recorder data, train profile data, track profile data, and preaccident track geometry data. These simulations indicated that neither train operations nor changes in track conditions alone likely resulted in a derailment. Available physical evidence and computer simulations also showed that the most likely derailment scenario involved an obstruction between a wheel and the rail, in combination with changes in track geometry. However, postaccident fire, flooding, and necessary emergency response activities, including removing burning freight cars from the tunnel, significantly disturbed the accident site; and, no obstruction was identified that could be convincingly connected to wheel climb and evidence was insufficient to determine changes in track geometry.​<br></p>","<p>​We ma​de recommendations to CSX Transportation and the city of Baltimore, Maryland.<br></p>",,,,,,,,,,,,,,
49,Derailment of Amtrak Train No. 5-17 on Burlington Northern and Santa Fe Railway Track,2001-03-17T05:00:00Z,40.959862,-94.841469,Closed,,,,,,,,"<p>​​On March 17, 2001, about 11&#58;40 p.m. central standard time, westbound Amtrak train No. 5-17, the California Zephyr, derailed near Nodaway, Iowa. Amtrak train No. 5-17 consisted of 2 locomotive units and 16 cars. All but the last five cars derailed. No fire or hazardous materials were involved in the accident. The train crew consisted of an engineer and 2 conductors with 13 on-board service personnel. In addition, 241 passengers were on the train. As a result of the derailment, 78 people were injured, including 1 fatal injury.<br></p>","<p>We determined&#160;that the probable cause of the derailment of Amtrak train No. 5-17 was the failure of the rail beneath the train, due to undetected internal defects. Contributing to the accident was the Burlington Northern and Santa Fe Railway’s lack of a comprehensive method for ensuring that replacement rail is free from internal defects.​​</p>","<p>​We mad​e recommendations to the Federal Railroad Administration, Class I and Passenger Railroads (except the Burlington Northern and Santa Fe Railway) and Burlington Northern Santa Fe Corporation​​.<br></p>",,,,,,,,,,,,,,
50,Rear-End Collision of National Railroad Passenger Corporation (AMTRAK) Train P286 with CSXT Freight Train Q620 on the CSX Railroad,2001-02-05T05:00:00Z,43.087561,-76.124826,Closed,,,,,,,,"<p>​​At about 11&#58;40 a.m., eastern standard time, on February 5, 2001, eastbound Amtrak train 286, with 100 passengers and 4 crewmembers, struck the rear of eastbound CSX Transportation (CSXT) freight train Q620 on the CSXT Railroad near Syracuse, New York. On impact, the lead Amtrak locomotive unit and four of the train's five cars derailed. The rear truck of the last car of the 92-car CSXT freight train derailed, and the car lost a portion of its load of lumber. At the time of impact, the passenger train was traveling 35 mph; the freight train was traveling 7 mph. The accident resulted in injuries to all 4 crewmembers and 58 of the passengers aboard the Amtrak train. No CSXT crewmember was injured. A small amount of diesel fuel spilled from the fuel tank on the lead Amtrak locomotive unit, but no fire resulted. Total damages were estimated to be about $280,600.<br></p>","<p>We determined&#160;that the probable cause of the February 5, 2001, collision of Amtrak train 286 with the rear of CSXT freight train Q620 was the Amtrak engineer's inattention to the operation of his train, which led to his failure to recognize and comply with the speed limit imposed by the governing wayside signal, and the lack of any safety redundancy system capable of preventing a collision in the event of human failure.​​</p>","<p>​​We made&#160;recommendations to the Federal Railroad Administration, the National Emergency Number Association, the American Short Line and Regional Railroad Association, and the National Railroad Passenger Corporation (Amtrak).&#160;​​</p>",,,,,,,,,,,,,,
51,"Uncontrolled Movement, Collision and Passenger Fatality, Angels Flight Railway",2001-02-01T05:00:00Z,34.0515692,-118.2511227,Closed,,,,,,,,"<p>​​About 12&#58;17 p.m. on February 1, 2001, the two cars of the Angels Flight funicular railway (Angels Flight) collided in downtown Los Angeles, California. The accident resulted in 7 injuries and 1 fatality among the 20 passengers aboard the two cars and injuries to a pedestrian. The Angels Flight Operating Company estimated monetary damage to the cars at $370,000 with an additional $1.2 million to replace the funicular haul system.</p>","<p>We determined&#160;that the probable cause of this accident was the Yantrak Company's (Lift Engineering's) improper design and construction of the Angels Flight funicular drive and the failure of the City of Los Angeles Community Redevelopment Agency, its contractors (Pueblo Contracting Services, Yantrak, and Harris and Associates), and the California Public Utilities Commission to ensure that the railway system conformed to initial safety design specifications and known funicular safety standards.​​</p>","<p>​​We made&#160;recommendations to the California Public Utilities Commission, the City of Los Angeles Community Redevelopment Agency, and the American National Standards Institute.​​</p>",,,,,,,,,,,,,,
52,"Highway/railroad grade crossing collision, Canadian National/Illinois Central Railroad",2000-06-26T04:00:00Z,30.719860,-91.273633,Closed,,,,,,,,"<p>​​On June 26, 2000, about 10&#58;42 a.m., central standard time, a loaded southbound tractor-semitrailer combination truck struck the lead locomotive of Canadian National/Illinois Central Railroad (CN/IC) train LBRZE-26 at the highway/rail grade crossing at the intersection of U.S. Highway 61 and the CN/IC Zee Industry Lead track near Port Hudson, Louisiana. The engineer was fatally injured, the conductor and truckdriver were seriously injured, and the brakeman sustained minor injuries. The driver and four occupants of a car that had left the highway to avoid colliding with the train also sustained minor injuries.&#160;</p>","<p>​​We determined&#160;that the probable cause of this accident was the inability of the tractor semi-trailer driver to stop his vehicle after seeing the train in time to avoid the collision. Although the grade crossing had limited visibility for identifying an approaching train, it was equipped with flashing warning&#160;
lights; however, there was insufficient evidence to determine if the warning lights were ​​functioning immediately before the collision.​​<br></p>",,,,,,,,,,,,,,,
53,Derailment of Union Pacific Railroad Train QFPLI-26,2000-05-27T04:00:00Z,30.500890,-92.457080,Closed,,,,,,,,"<p>​​On Saturday, May 27, 2000, about 11&#58;48 a.m., central daylight time, 33 of the 113 cars making up eastbound Union Pacific Railroad train QFPLI-26 derailed near Eunice, Louisiana. Of the derailed cars, 15 contained hazardous materials and 2 contained hazardous materials residue. The derailment resulted in a release of hazardous materials with explosions and fire. About 3,500 people were evacuated from the surrounding area, which included some of the business area of Eunice. No one was injured during the derailment of the train or the subsequent release of hazardous materials. Total damages exceeded $35 million.&#160;<br></p>","<p>We determined&#160;that the probable cause of
​​the May 27, 2000, derailment of Union Pacific train QFPLI-26 was the failure of a set of joint bars that had remained in service with undetected and uncorrected defects because of the Union Pacific Railroad's ineffective track inspection procedures and inadequate management oversight.</p>","<p>​​We&#160;made recommendations to the Federal Railroad Administration, the Union Pacific Railroad, and the Association of American Railroads.&#160;​​</p>",,,,,,,,,,,,,,
54,"Metropolitan Atlanta Rapid Transit Authority (MARTA), Unscheduled train 166 striking bucket of self-propelled lift containing two contract workers at MARTA Lenox rail transit station",2000-04-10T04:00:00Z,33.8451189,-84.3612517,Closed,,,,,,,,"<p>​About 2&#58;30 a.m. on April 10, 2000, an unscheduled MARTA train struck the bucket of a self-propelled lift that was fouling the southbound main track at MARTA's Lenox Station in Atlanta, Georgia. Two MARTA contract workers who were repairing the station ceiling occupied the bucket. Both workers received fatal injuries when they were ejected onto the station platform.<br></p>","<p>We determined that the probable cause of the accident at the Metropolitan Atlanta Rapid Transit Authority (MARTA) Lenox Station on April 10, 2000, was MARTA's failure to require the use of single-tracking safety procedures to protect the work site and the failure of the rail system control center assistant superintendent and the flagman to follow all MARTA safe clearance procedures for protecting workers fouling the track. Contributing to the accident was MARTA's lack of an effective program to ensure that employees were complying with its safety rules.​​<br></p>",,,,,,,,,,,,,,,
55,"Metropolitan Atlanta Rapid Transit Authority (MARTA) train 103, striking technicians fouling the track near MARTA Avondale Station",2000-02-25T05:00:00Z,33.7758807,-84.2826477,Closed,,,,,,,,"​​On February 25, 2000, about 8&#58;13 a.m., eastbound MARTA train 103 struck two automatic train control technicians who were inspecting signal equipment on the main track near Avondale Station in Decatur, Georgia. One of the technicians was fatally injured, and the other sustained serious injuries.<br>","<p>We determined that the probable cause of the accident near the Metropolitan Atlanta Rapid Transit Authority (MARTA) Avondale Station on February 25, 2000, was the failure of MARTA to ensure that written safe clearance procedures were fllowed for employees doing inspections on the right-of-way.​<br></p>",,,,,,,,,,,,,,,
56,Derailment of CSX Transportation Coal Train V986-26,2000-01-30T05:00:00Z,39.485599,-79.084117,Closed,,,,,,,,"<p>​​About 7&#58;00 a.m. on January 30, 2000, eastbound loaded CSX Transportation (CSXT) coal train V986-26 lost effective braking while descending a section of track known as &quot;17-mile grade&quot;&#160;from Altamont to Bloomington, Maryland, and derailed 76 of its 80 &quot;bathtub&quot;&#160;high-side gondola cars when the train failed to negotiate curves at excessive speed. The derailed cars destroyed a nearby occupied residence, killing a 15-year-old boy and seriously injuring his mother. Three other occupants of the residence escaped with little or no injury. Track and equipment damages were estimated to be in excess of $3.2 million. There was no resulting fire or hazardous materials release.<br></p>","<p>​​We&#160;determined&#160;that the probable cause of the January 30, 2000, derailment of CSX Transportation train V986-26 near Bloomington, Maryland, was the railroad's practice of including dynamic braking in determining maximum authorized speed without providing the engineer with real-time information on the status of the dynamic braking system.​​</p>",<p>​We&#160;made recommendations to CSX Transportation and all class I railroads.<br></p>,,,,,,,,,,,,,,
57,Collison of Amtrak Train 304-26 with a Highway Vehicle at a Highway-Rail Grade Crossing,1999-09-26T04:00:00Z,40.311560,-89.173362,Closed,,,,,,,,"<p>On September 26, 1999, about 5&#58;08 p.m. (central daylight time), northbound National Railroad Passenger Corporation (Amtrak) train 304-26, which was en route from St. Louis, Missouri, to Chicago, Illinois, collided with an automobile, which was westbound on U.S. Route 136. The collision occurred where the Union Pacific Railroad's St. Louis Division main line and U.S. Route 136 cross near McLean, Illinois. The automobile driver and passenger were killed as a result of the collision. Amtrak train 304-26 did not derail, and no injuries to the train crewmembers or passengers were reported. Neither the flashing lights nor the gates for the grade crossing activated to warn the automobile driver of the approaching train. A Union Pacific Railroad signal maintainer had worked on the grade crossing warning devices earlier that day; he had finished his work and left the McLean grade crossing area about 4&#58;30 p.m.</p>",,,,,,,,,,,,,,,,
58,Collision of Consolidated Rail Corporation (Conrail) Train KAEL-3 and Union Pacific (UP) Train ZYCMX-23,1999-03-23T05:00:00Z,41.169903,-87.652546,Closed,,,,,,,,"<p>​​On March 23, 1999, about 7&#58;02 a.m., central standard time, eastbound Consolidated Rail Corporation (Conrail) train KAEL-3 struck the side of the lead locomotive unit of southbound Union Pacific Railroad (UP) train ZYCMX-23 at a crossing of Conrail and UP tracks in Momence, Illinois.&#160;</p><p>As a result of the collision, the lead locomotive unit of the Conrail train and both locomotives and the first 16 cars of the UP train derailed. Diesel fuel from the second UP locomotive was released and caught fire, damaging the locomotive and containers on the freight cars in the immediate area. The UP estimated its damage to be $1,654,000. Conrail estimated its damage to be $137,000.</p><p>Both conductors and engineers were hurt. The Conrail conductor refused treatment on scene, and the Conrail engineer and both UP crewmembers were treated and released from a local hospital.<br></p>","<p>​​We&#160;determined&#160;that the probable cause of the collision was the failure of the Conrail engineer, despite the crew’s difficulty in ​seeing the home signal, to slow the train enough to be able to stop it before it entered the crossing. Contributing to the accident was the conductor’s delayed action in warning the engineer to slow the train even though the conductor realized that the train might be traveling too fast to stop at the crossing. Also contributing to the accident was the lack of any safety redundancy system capable of preventing a collision in the event of human failure.​​<br><br></p>",,,,,,,,,,,,,,,
59,Collision of National Railroad Passenger Corporation (Amtrak) Train 59 With a Loaded Truck-Semitrailer Combination at a Highway/Rail Grade Crossing,1999-03-15T05:00:00Z,41.184556,-87.853459,Closed,,,,,,,,"<p>​​About 9&#58;47 p.m. on March 15, 1999, National Railroad Passenger Corporation (Amtrak) train 59, with 207 passengers and 21 Amtrak or other railroad employees on board and operating on Illinois Central Railroad (IC) main line tracks, struck and destroyed the loaded trailer of a tractor-semitrailer combination that was traversing the McKnight Road grade crossing in Bourbonnais, Illinois. Both locomotives and 11 of the 14 cars in the Amtrak consist derailed. The derailed Amtrak cars struck 2 of 10 freight cars that were standing on an adjacent siding. The accident resulted in 11 deaths and 122 people being transported to local hospitals. Total Amtrak equipment damages were estimated at $14 million, and damages to track and associated structures were estimated to be about $295,000.<br></p>","<p>We determined&#160;that the probable cause of the collision between Amtrak train 59 and a truck tractor-semitrailer combination vehicle at the McKnight Road grade crossing in Bourbonnais, Illinois, was the truckdriver's inappropriate response to the grade crossing warning devices and his judgment, likely impaired by fatigue, that he could cross the tracks before the arrival of the train. Contributing to the accident was Melco Tranfer, Inc.'s failure to provide driver oversight sufficient to detect or prevent driver fatigue as a result of excessive driving or on-duty periods.​</p>","<p>We made ​​recommendations to the U.S. Department of Transportation, the Federal Railroad Administration, all class I and regional railroads, Amtrak, the International Association of Fire Fighters, and the International Association of Fire Chiefs.&#160;​​</p>",,,,,,,,,,,,,,
60,Collision Involving Three Consolidated Rail Corporation Freight Trains Operating in Fog on a Double Main Track,1999-01-17T05:00:00Z,41.494213,-84.467692,Closed,,,,,,,,"<p>​​About 1&#58;58 a.m. eastern standard time on January 17, 1999, three Consolidated Rail Corporation freight trains operating in fog on a double main track were involved in an accident near Bryan, Ohio. Westbound Mail-9, traveling near maximum authorized speed on track No. 1, struck the rear of a slower moving westbound train, TV-7, at milepost 337.22. The collision caused the derailment of the 3 locomotive units and the first 13 cars of Mail-9 and the last 3 cars of TV-7. The derailed equipment fouled the No. 2 track area and struck the 12th car of train MGL-16, which was operating eastbound on the adjacent track. The impact caused 18 cars in the MGL-16 consist to derail. The engineer and conductor of Mail-9 were killed in the accident. The crewmembers of TV-7 and MGL-16 were not injured. Total estimated damages were $5.3 million.<br></p>",<p>We determined&#160;that the probable cause of this accident was the failure of the crew of train Mail-9 to comply with restrictive signal indications while operating at or near maximum authorized speed in dense fog. Contributing to the accident was the lack of uniformity and consistency in the operating practices of Consolidated Rail Corporation train crews when they encountered conditions of reduced visibility. Also contributing to the accident was the lack of a backup safety system that would have helped alert the crewmembers of train Mail-9 to the restrictive signal indications.​​​</p>,"<p>​​We made&#160;recommendations to the Federal Railroad Administration, all Class I railroads, the Brotherhood of Locomotive Engineers, the United Transportation Union, the Association of American Railroads, and the American Short Line and Regional Railroad Association. Additionally, the Safety Board reiterates one and reclassifies three safety recommendations to the Federal Railroad Administration.​​</p>",,,,,,,,,,,,,,
61,Derailment of Amtrak Train 21 on the Union Pacific Railroad,1998-12-20T05:00:00Z,32.742470,-97.076130,Closed,,,,,,,,"<p>​​About 7&#58;00 p.m., central standard time, on December 20, 1998, National Railroad Passenger Corporation (Amtrak) train No. 21, the Texas Eagle, derailed on Union Pacific Railroad (UP) tracks within the city limits of Arlington, Texas. Train 21 was en route from Chicago, Illinois, to San Antonio, Texas. The train was traveling westbound at a reduced speed of about 36 mph due to reports of rough track near milepost 231. Three locomotives and six cars derailed in a curve at milepost 230.62. Of the 198 passengers and 18 employees on the train, 12 passengers and 10 employees were injured. No fatalities resulted from the accident. Damages were estimated at about $1.4 million.&#160;</p>","<p>​​We&#160;determined&#160;that the probable cause of the December 20, 1998, derailment of Amtrak train No. 21 in Arlington, Texas, was (1) track conditions that were inadequate for the speed of the train, (2) the decision of the dispatcher to delay notifying track department personnel that a train crew had reported encountering rough track, (3) the inadequate effort on the part of the engineer of Amtrak train 22 to contact the dispatcher to report the observed track defect and its location, (4) the failure of the tamper operator to adequately resurface the track 4 days before the accident, (5) inadequate Union Pacific Railroad oversight of track maintenance work on this section of track, and (6) inadequate Union Pacific Railroad requirements for restricting train speed over track with reported rough conditions until track department personnel can assess track condition.​​</p>","<p>We made ​​recommendations to the Federal Railroad Administration, the Association of American Railroads, the American Short Line and Regional Railroad Association, and the Union Pacific Railroad.​&#160;​​</p>",,,,,,,,,,,,,,
62,Derailment of Burlington Northern Santa Fe Railway Company Intermodal Freight Train S-CHILAC1-31,1998-09-02T04:00:00Z,37.175140,-98.307849,Closed,,,,,,,,"<p>​​About 6&#58;10 a.m., central daylight time, on September 2, 1998, the 17th through 19th cars and the first two platforms of the five-platform 20th car of westbound Burlington Northern and Santa Fe Railway Company intermodal freight train S-CHILAC1-31 derailed at Crisfield, Kansas. The accident occurred when the 18th car from the locomotive, DTTX 72318, an articulated, five-platform, 125-ton double-stack car, experienced a separation between the floor shear plate and bulkhead bottom angle at the leading end of the car’s B platform. The separation allowed the car to sag below the rails, catch a part of a switch, and derail.</p><p>The train was traveling 68 mph through the east siding switch at Crisfield, milepost 291.7, on the Panhandle Subdivision of the railroad’s Amarillo Division, when it began to derail. The train then went into emergency braking and stopped after traveling about 1/2 mile. The derailment resulted in a pileup involving four articulated multiplatform cars carrying intermodal shipping containers. Some of the containers were breached, resulting in the release of hazardous materials and fires. About 200 people were evacuated within a 5-mile radius. No injuries resulted from either the derailment or the hazardous materials releases. Estimated damage was $1.3 million.<br></p>","<p>​​We&#160;determined&#160;that the probable cause of this accident was the structural failure of intermodal car DTTX 72318 due to fatigue cracking initiated when a container was misloaded onto a foreign object. The misloading of the container occurred because of the railroad industry’s inadequate preloading inspection procedures for double-stack well cars. Contributing to the accident was the improper and undocumented repair of the car.&#160;
​</p>","<p>​We made&#160;​recommendations to the Federal Railroad Administration, to the Class I railroads, and to the Association of American Railroads.&#160;​​</p>",,,,,,,,,,,,,,
63,Derailment of CSX Freight Train Q316 and Subsequent Hazardous Material Release,1998-06-20T04:00:00Z,38.436969,-82.342407,Closed,,,,,,,,"​​About 12&#58;37 p.m. eastern daylight time on Saturday, June 20, 1998, 30 of the 148 cars<div>making up eastbound CSX Transportation, Inc., (CSX) train Q316 derailed at Cox Landing, West
</div><div>Virginia. Of the derailed cars, three were loaded with hazardous material, and eight others
</div><div>contained hazardous material residue. Two of the loaded cars were damaged in the pileup and
</div><div>leaked a combined volume of about 21,500 gallons of formaldehyde solution. No one was injured
</div><div>during the derailment of the train; however, 15 persons reported minor injuries as a result of the
</div><div>release of formaldehyde. Total damages in the accident exceeded $2.6 million.<br></div>","<p>​​We&#160;determined&#160;that the probable cause of this derailment was an unstable roadbed that resulted from the inadequate or ineffective measures taken by CSX Transportation, Inc., to permanently correct known drainage problems in the accident area.​​</p>","<p>We made ​​recommendations to the Federal Railroad Administration, to CSX Transportation, Inc., to Cabell and Wayne Counties’ Local Emergency Planning Committee, and to Mountaineer Gas Company.​​</p>",,,,,,,,,,,,,,
64,Collision of Northern Indiana Commuter Transportation District Train 102 with a Tractor-Trailer,1998-06-18T04:00:00Z,41.619307,-87.173507,Closed,,,,,,,,"<p>​​About 4&#58;31 a.m. central daylight time on June 18, 1998, a westbound Northern Indiana Commuter Transportation District two-car passenger train struck the second semitrailer of a long combination vehicle that consisted of a tractor pulling two flatbed semitrailers loaded with steel coils at a highway-rail grade crossing near Portage, Indiana. When the vehicles collided, the second semitrailer broke away from the first semitrailer and was dragged by the front of the train, while the single chain securing a steel coil to the second semitrailer broke. The released steel coil, weighing about 19 tons, entered the train through the front bulkhead of the lead car and moved into the passenger compartment. Three fatalities and five minor injuries resulted from the accident. Damages were estimated to total $886,000.<br></p>","<p>We determines that the probable cause of the collision between Northern Indiana Commuter Transportation District train 102 and a long combination vehicle (truck) at the National Steel Corporation’s Midwest Steel grade crossing was ineffective action by Federal, State, and private agencies to permanently resolve safety problems at the Midwest Steel grade crossing, which they knew to be a hazardous crossing.​​</p>","<p>We made ​​recommendations to the U.S. Department of Transportation, the Federal Railroad Administration, the Federal Highway Administration, the Indiana Department of Transportation, the Northern Indiana Commuter Transportation District, the National Steel Corporation (Midwest Steel Division), and the Norfolk Southern Corporation. We&#160;also reiterates one&#160;recommendation to the U.S. Department of Transportation.&#160;​</p>",,,,,,,,,,,,,,
65,"Collision, Central Kansas Railway",1998-06-16T04:00:00Z,38.514814,-98.156276,Closed,,,,,,,,"<p>​​On July 16, 1998, about 6&#58;40 a.m. central daylight time, a Central Kansas Railway (CKR) Hutchinson North Switcher (HNS) train collided with a parked Hoisington Local (HL) train near Geneseo, Kansas. The HNS train was traveling about 8 miles per hour when the collision occurred. The HNS train consisted of 4 locomotive units and 128 freight cars. The HL train consisted of 6 locomotive units and 13 freight cars. At the time of the collision, the HL train was being refueled from a fuel truck. The weather was clear and sunny; the temperature was 91° F.</p>",<p>We determined&#160;that the probable cause of this accident was that the Hutchinson North Switcher train crewmembers allowed their train to enter and proceed along the main track without first obtaining track warrant authority and the Central Kansas Railway management’s lack of operational safety oversight.​​​</p>,,,,,,,,,,,,,,,
66,Collision of Norfolk Southern Corporation Train 255L5 with Consolidated Rail Corporation Train TV 220,1998-03-25T05:00:00Z,41.4282563,-84.8742264,Closed,,,,,,,,"<p>​​On March 25, 1998, about 4&#58;48 a.m. eastern standard time, southbound Norfolk Southern Corporation (Norfolk Southern) train 255L5, which was en route to Fort Wayne, Indiana, struck eastbound Consolidated Rail Corporation (Conrail) train TV 220, which was en route to Columbus, Ohio. The collision occurred where the Norfolk Southern Huntington District and the Conrail Chicago main lines cross at grade at the east end of the town of Butler, Indiana. Both locomotives and five cars from the Norfolk Southern train derailed, and three cars from the Conrail train, two with multiple stacked platforms, derailed. The Norfolk Southern conductor was killed; the engineer and student engineer sustained minor injuries. The two Conrail crewmembers were not injured.</p><p>No hazardous materials were released, but both Norfolk Southern locomotive fuel tanks ruptured and released approximately 7,000 gallons of fuel oil. Norfolk Southern estimated total damages of $264,000 ($187,000 to equipment, $18,000 to track and signals, and $59,000 to cargo). Conrail estimated total damages of $352,200 ($314,000 to equipment, $33,500 to track and signals, and $4,700 to cargo).<br></p>","<p>​We&#160;determined&#160;that the probable cause of this accident was the failure of the engineer and conductor of train 255L5 to comply with operating rules (specifically, their failure to observe and confirm signal aspects and their failure to continuously and directly supervise the student engineer) and the failure of Norfolk Southern Corporation to ensure employees’ compliance with operating rules. Contributing to the accident was Norfolk Southern Corporation’s failure to ensure that its locomotive engineer training program provided effective, timely training; oversight; and feedback to ensure that students were adequately prepared for operational situations. Also contributing to the probability of this accident occurring was the failure of Norfolk Southern Corporation’s signal maintenance program to respond to a reported signal deficiency.​<br></p>","<p>​We made ​​recommendations to the Federal Railroad Administration, Norfolk Southern Corporation, the Class I railroads and Amtrak, the American Short Line and Regional Railroad Association, the Brotherhood of Locomotive Engineers, the United Transportation Union, Harmon Industries, and the DeKalb County Emergency Management Agency.​<br></p>",,,,,,,,,,,,,,
67,"Derailment, Massachusetts Bay Transportation Authority",1998-03-04T05:00:00Z,42.3597231,-71.0642678,Closed,,,,,,,,"<p>​​At 3&#58;23 p.m., eastern daylight time, on May 4, 1998, Massachusetts Bay Transportation Authority (MBTA) passenger train 642-43-626-27, consisting of four passenger cars and crewed by a single train operator, derailed its two lead cars as the train proceeded within a 500-foot-radius curve between Government Center and Bowdoin Stations on the MBTA system’s Blue Line. Three of the train’s 10 passengers and the train operator reported minor injuries.<br></p>",<p>We determined&#160;that the probable cause of this accident was the failure of the Massachusetts Bay Transportation Authority to have adequate procedures in place to ensure safe operations when restraining rails are not in place.​​</p>,<p>​We mad​e a recommendation to the Massachusetts Bay Transportation Authority.<br></p>,,,,,,,,,,,,,,
