placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN2362,NA,3,"1,1-Dichloroethane","1,1-Dichloroethane",FALSE,TRUE,TRUE,NA
UN1959,NA,2.1,"1,1-Difluoroethylene or Refrigerant gas R 1132a","1,1-Difluoroethylene or Refrigerant gas R 1132a",FALSE,TRUE,TRUE,NA
UN2498,NA,3,"1,2,3,6-Tetrahydrobenzaldehyde","1,2,3,6-Tetrahydrobenzaldehyde",FALSE,TRUE,TRUE,NA
UN2410,NA,3,"1,2,3,6-Tetrahydropyridine","1,2,3,6-Tetrahydropyridine",FALSE,TRUE,TRUE,NA
UN3022,NA,3,"1,2-Butylene oxide, stabilized","1,2-Butylene oxide, stabilized",FALSE,TRUE,TRUE,NA
UN2372,NA,3,"1,2-Di-(dimethylamino)ethane","1,2-Di-(dimethylamino)ethane",FALSE,TRUE,TRUE,NA
UN2648,NA,6.1,"1,2-Dibromobutan-3-one","1,2-Dibromobutan-3-one",FALSE,TRUE,TRUE,NA
UN2752,NA,3,"1,2-Epoxy-3-ethoxypropane","1,2-Epoxy-3-ethoxypropane",FALSE,TRUE,TRUE,NA
UN2258,NA,8,"1,2-Propylenediamine","1,2-Propylenediamine",FALSE,TRUE,TRUE,NA
UN2325,NA,3,"1,3,5-Trimethylbenzene","1,3,5-Trimethylbenzene",FALSE,TRUE,TRUE,NA
UN2649,NA,6.1,"1,3-Dichloroacetone","1,3-Dichloroacetone",FALSE,TRUE,TRUE,NA
UN2750,NA,6.1,"1,3-Dichloropropanol-2","1,3-Dichloropropanol-2",FALSE,TRUE,TRUE,NA
UN2716,NA,6.1,"1,4-Butynediol","1,4-Butynediol",FALSE,TRUE,TRUE,NA
UN2518,NA,6.1,"1,5,9-Cyclododecatriene","1,5,9-Cyclododecatriene",FALSE,TRUE,TRUE,NA
UN2688,NA,6.1,1-Bromo-3-chloropropane,1-Bromo-3-chloropropane,FALSE,TRUE,TRUE,NA
UN2341,NA,3,1-Bromo-3-methylbutane,1-Bromo-3-methylbutane,FALSE,TRUE,TRUE,NA
UN2517,NA,2.1,"1-Chloro-1,1-difluoroethane or Refrigerant gas R 142b","1-Chloro-1,1-difluoroethane or Refrigerant gas R 142b",FALSE,TRUE,TRUE,NA
UN1278,NA,3,1-Chloropropane,1-Chloropropane,FALSE,TRUE,TRUE,NA
UN0508,NA,1.3C,"1-Hydroxybenzotriazole, anhydrous, dry or wetted with less than 20 percent water, by mass","1-Hydroxybenzotriazole, anhydrous, dry or wetted with less than 20 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2399,NA,3,1-Methylpiperidine,1-Methylpiperidine,FALSE,TRUE,TRUE,NA
UN1108,NA,3,1-Pentene (n-amylene),1-Pentene (n-amylene),FALSE,TRUE,TRUE,NA
UN0504,NA,1.1D,1H-Tetrazole,1H-Tetrazole,FALSE,TRUE,TRUE,NA
UN1916,NA,6.1,"2,2′-Dichlorodiethyl ether","2,2′-Dichlorodiethyl ether",FALSE,TRUE,TRUE,NA
UN3418,NA,6.1,"2,4-Toluylenediamine solution or 2,4-Toluenediamine solution","2,4-Toluylenediamine solution or 2,4-Toluenediamine solution",FALSE,TRUE,TRUE,NA
UN3317,NA,4.1,"2-Amino-4,6-Dinitrophenol, wetted with not less than 20 percent water by mass","2-Amino-4,6-Dinitrophenol, wetted with not less than 20 percent water by mass",FALSE,TRUE,TRUE,NA
UN2946,NA,6.1,2-Amino-5-diethylaminopentane,2-Amino-5-diethylaminopentane,FALSE,TRUE,TRUE,NA
UN2339,NA,3,2-Bromobutane,2-Bromobutane,FALSE,TRUE,TRUE,NA
UN2232,NA,6.1,2-Chloroethanal,2-Chloroethanal,FALSE,TRUE,TRUE,NA
UN2456,NA,3,2-Chloropropene,2-Chloropropene,FALSE,TRUE,TRUE,NA
UN2511,NA,8,2-Chloropropionic acid,2-Chloropropionic acid,FALSE,TRUE,TRUE,NA
UN2822,NA,6.1,2-Chloropyridine,2-Chloropyridine,FALSE,TRUE,TRUE,NA
UN3302,NA,6.1,"2-Dimethylaminoethyl acrylate, stabilized",2-Dimethylaminoethyl acrylate,FALSE,TRUE,TRUE,NA
UN2522,NA,6.1,"2-Dimethylaminoethyl methacrylate, stabilized",2-Dimethylaminoethyl methacrylate,FALSE,TRUE,TRUE,NA
UN2273,NA,6.1,2-Ethylaniline,2-Ethylaniline,FALSE,TRUE,TRUE,NA
UN2275,NA,3,2-Ethylbutanol,2-Ethylbutanol,FALSE,TRUE,TRUE,NA
UN1177,NA,3,2-Ethylbutyl acetate,2-Ethylbutyl acetate,FALSE,TRUE,TRUE,NA
UN2748,NA,6.1,2-Ethylhexyl chloroformate,2-Ethylhexyl chloroformate,FALSE,TRUE,TRUE,NA
UN2459,NA,3,2-Methyl-1-butene,2-Methyl-1-butene,FALSE,TRUE,TRUE,NA
UN2460,NA,3,2-Methyl-2-butene,2-Methyl-2-butene,FALSE,TRUE,TRUE,NA
UN3023,NA,6.1,2-Methyl-2-heptanethiol,2-Methyl-2-heptanethiol,FALSE,TRUE,TRUE,NA
UN3371,NA,3,2-Methylbutanal,2-Methylbutanal,FALSE,TRUE,TRUE,NA
UN2560,NA,3,2-Methylpentan-2-ol,2-Methylpentan-2-ol,FALSE,TRUE,TRUE,NA
UN2269,NA,8,"3,3′-Iminodipropylamine","3,3′-Iminodipropylamine",FALSE,TRUE,TRUE,NA
UN2849,NA,6.1,3-Chloropropanol-1,3-Chloropropanol-1,FALSE,TRUE,TRUE,NA
UN2684,NA,3,3-Diethyamino-propylamine,3-Diethyamino-propylamine.,FALSE,TRUE,TRUE,NA
UN2561,NA,3,3-Methyl-1-butene,3-Methyl-1-butene,FALSE,TRUE,TRUE,NA
UN2397,NA,3,3-Methylbutan-2-one,3-Methylbutan-2-one,FALSE,TRUE,TRUE,NA
UN2948,NA,6.1,3-Trifluoromethylaniline,3-Trifluoromethylaniline,FALSE,TRUE,TRUE,NA
UN2535,NA,3,4-Methylmorpholine or n-methylmorpholine,4-Methylmorpholine or n-methylmorpholine,FALSE,TRUE,TRUE,NA
UN2785,NA,6.1,4-Thiapentanal,4-Thiapentanal,FALSE,TRUE,TRUE,NA
UN0448,NA,1.4C,5-Mercaptotetrazol-1-acetic acid,5-Mercaptotetrazol-1-acetic acid,FALSE,TRUE,TRUE,NA
UN0385,NA,1.1D,5-Nitrobenzotriazol,5-Nitrobenzotriazol,FALSE,TRUE,TRUE,NA
UN2956,NA,4.1,"5-tert-Butyl-2,4,6-trinitro-m-xylene or Musk xylene","5-tert-Butyl-2,4,6-trinitro-m-xylene or Musk xylene",FALSE,TRUE,TRUE,NA
UN2940,NA,4.2,9-Phosphabicyclononanes or Cyclooctadiene phosphines,9-Phosphabicyclononanes or Cyclooctadiene phosphines,FALSE,TRUE,TRUE,NA
UN1841,NA,9,Acetaldehyde ammonia,Acetaldehyde ammonia,FALSE,TRUE,TRUE,NA
UN2790,NA,8,"Acetic acid solution, not less than 50 percent but not more than 80 percent acid, by mass #OR# Acetic acid solution, with more than 10 percent and less than 50 percent acid, by mass","Acetic acid solution, not less than 50 percent but not more than 80 percent acid, by mass #OR# Acetic acid solution, with more than 10 percent and less than 50 percent acid, by mass",FALSE,TRUE,TRUE,NA
UN1716,NA,8,Acetyl bromide,Acetyl bromide,FALSE,TRUE,TRUE,NA
UN1717,NA,3,Acetyl chloride,Acetyl chloride,FALSE,TRUE,TRUE,NA
UN2621,NA,3,Acetyl methyl carbinol,Acetyl methyl carbinol,FALSE,TRUE,TRUE,NA
UN2713,NA,6.1,Acridine,Acridine,FALSE,TRUE,TRUE,NA
UN2074,NA,6.1,"Acrylamide, solid","Acrylamide, solid",FALSE,TRUE,TRUE,NA
UN3510,NA,2.1,"Adsorbed gas, flammable, n.o.s","Adsorbed gas, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN3511,NA,2.2,"Adsorbed gas, n.o.s","Adsorbed gas, n.o.s",FALSE,TRUE,TRUE,NA
UN3516,NA,2.3,"Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone D","Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, corrosive, n.o.s. Inhalation hazard zone D",FALSE,TRUE,TRUE,NA
UN3514,NA,2.3,"Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone D","Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, flammable, n.o.s. Inhalation hazard zone D",FALSE,TRUE,TRUE,NA
UN3512,NA,2.3,"Adsorbed gas, toxic, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone D","Adsorbed gas, toxic, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, n.o.s. Inhalation hazard zone D",FALSE,TRUE,TRUE,NA
UN3518,NA,2.3,"Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone D","Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation hazard zone D",FALSE,TRUE,TRUE,NA
UN3515,NA,2.3,"Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone D","Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone A #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone B #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone C #OR# Adsorbed gas, toxic, oxidizing, n.o.s. Inhalation hazard zone D",FALSE,TRUE,TRUE,NA
UN3165,NA,3,Aircraft hydraulic power unit fuel tank (containing a mixture of anhydrous hydrazine and monomethyl hydrazine) (M86 fuel),Aircraft hydraulic power unit fuel tank (containing a mixture of anhydrous hydrazine and monomethyl hydrazine) (M86 fuel),FALSE,TRUE,TRUE,NA
UN3274,NA,3,"Alcoholates solution, n.o.s., in alcohol","Alcoholates solution, n.o.s., in alcohol",FALSE,TRUE,TRUE,NA
UN2839,NA,6.1,Aldol,Aldol,FALSE,TRUE,TRUE,NA
UN1389,NA,4.3,"Alkali metal amalgam, liquid","Alkali metal amalgam, liquid",FALSE,TRUE,TRUE,NA
UN3482,NA,4.3,"Alkali metal dispersions, flammable or Alkaline earth metal dispersions, flammable","Alkali metal dispersions, flammable or Alkaline earth metal dispersions, flammable",FALSE,TRUE,TRUE,NA
UN3402,NA,4.3,"Alkaline earth metal amalgams, solid","Alkaline earth metal amalgams, solid",FALSE,TRUE,TRUE,NA
UN3140,NA,6.1,"Alkaloids, liquid, n.o.s., or Alkaloid salts, liquid, n.o.s.","Alkaloids, liquid, n.o.s., or Alkaloid salts, liquid, n.o.s.",FALSE,TRUE,TRUE,NA
UN1544,NA,6.1,"Alkaloids, solid, n.o.s. or Alkaloid salts, solid, n.o.s. poisonous","Alkaloids, solid, n.o.s. or Alkaloid salts, solid, n.o.s. poisonous",FALSE,TRUE,TRUE,NA
UN2584,NA,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with more than 5 percent free sulfuric acid","Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with more than 5 percent free sulfuric acid",FALSE,TRUE,TRUE,NA
UN2585,NA,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with not more than 5 percent free sulfuric acid","Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with not more than 5 percent free sulfuric acid",FALSE,TRUE,TRUE,NA
UN2583,NA,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid, with more than 5 percent free sulfuric acid","Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid, with more than 5 percent free sulfuric acid",FALSE,TRUE,TRUE,NA
UN2430,NA,8,"Alkylphenols, solid, n.o.s. (including C2-C12 homologues)","Alkylphenols, solid, n.o.s. (including C2-C12 homologues)",FALSE,TRUE,TRUE,NA
UN2571,NA,8,Alkylsulfuric acids,Alkylsulfuric acids,FALSE,TRUE,TRUE,NA
UN2333,NA,3,Allyl acetate,Allyl acetate,FALSE,TRUE,TRUE,NA
UN2336,NA,3,Allyl formate,Allyl formate,FALSE,TRUE,TRUE,NA
UN1723,NA,3,Allyl iodide,Allyl iodide,FALSE,TRUE,TRUE,NA
UN2334,NA,6.1,Allylamine,Allylamine,FALSE,TRUE,TRUE,NA
UN1724,NA,8,"Allyltrichlorosilane, stabilized","Allyltrichlorosilane, stabilized",FALSE,TRUE,TRUE,NA
UN2463,NA,4.3,Aluminum hydride,Aluminum hydride,FALSE,TRUE,TRUE,NA
UN1438,NA,5.1,Aluminum nitrate,Aluminum nitrate,FALSE,TRUE,TRUE,NA
UN3048,NA,6.1,Aluminum phosphide pesticides,Aluminum phosphide pesticides,FALSE,TRUE,TRUE,NA
UN1396,NA,4.3,"Aluminum powder, uncoated","Aluminum powder, uncoated",FALSE,TRUE,TRUE,NA
UN2715,NA,4.1,Aluminum resinate,Aluminum resinate,FALSE,TRUE,TRUE,NA
UN2733,NA,3,"Amine, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s","Amine, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN2734,NA,8,"Amine, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s.","Amine, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN2512,NA,6.1,Aminophenols (o-; m-; p-),Aminophenols (o-; m-; p-),FALSE,TRUE,TRUE,NA
UN3318,NA,2.2 #OR# 2.3,"Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 50 percent ammonia #OR# Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 50 percent ammonia","Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 50 percent ammonia",FALSE,TRUE,TRUE,NA
UN1546,NA,6.1,Ammonium arsenate,Ammonium arsenate,FALSE,TRUE,TRUE,NA
UN1843,NA,6.1,"Ammonium dinitro-o-cresolate, solid","Ammonium dinitro-o-cresolate, solid",FALSE,TRUE,TRUE,NA
UN2505,NA,6.1,Ammonium fluoride,Ammonium fluoride,FALSE,TRUE,TRUE,NA
UN2854,NA,6.1,Ammonium fluorosilicate,Ammonium fluorosilicate,FALSE,TRUE,TRUE,NA
UN2506,NA,8,Ammonium hydrogen sulfate,Ammonium hydrogen sulfate,FALSE,TRUE,TRUE,NA
UN2817,NA,8,"Ammonium hydrogendifluoride, solution","Ammonium hydrogendifluoride, solution",FALSE,TRUE,TRUE,NA
UN0222,NA,1.1D,"Ammonium nitrate, with more than 0.2 percent combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance","Ammonium nitrate, with more than 0.2 percent combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance",FALSE,TRUE,TRUE,NA
UN0402,NA,1.1D,Ammonium perchlorate,Ammonium perchlorate,FALSE,TRUE,TRUE,NA
UN1444,NA,5.1,Ammonium persulfate,Ammonium persulfate,FALSE,TRUE,TRUE,NA
UN0004,NA,1.1D,"Ammonium picrate, dry or wetted with less than 10 percent water, by mass","Ammonium picrate, dry or wetted with less than 10 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2861,NA,6.1,Ammonium polyvanadate,Ammonium polyvanadate,FALSE,TRUE,TRUE,NA
UN0245,NA,1.2H,"Ammunition smoke, white phosphorus with burster, expelling charge, or propelling charge","Ammunition smoke, white phosphorus with burster, expelling charge, or propelling charge",FALSE,TRUE,TRUE,NA
UN0171,NA,1.2G,"Ammunition, illuminating with or without burster, expelling charge or propelling charge","Ammunition, illuminating with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0254,NA,1.3G,"Ammunition, illuminating with or without burster, expelling charge or propelling charge","Ammunition, illuminating with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0297,NA,1.4G,"Ammunition, illuminating with or without burster, expelling charge or propelling charge","Ammunition, illuminating with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0247,NA,1.3J,"Ammunition, incendiary liquid or gel, with burster, expelling charge or propelling charge","Ammunition, incendiary liquid or gel, with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0300,NA,1.4G,"Ammunition, incendiary with or without burster, expelling charge or propelling charge","Ammunition, incendiary with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0009,NA,1.2G,"Ammunition, incendiary with or without burster, expelling charge, or propelling charge","Ammunition, incendiary with or without burster, expelling charge, or propelling charge",FALSE,TRUE,TRUE,NA
UN0010,NA,1.3G,"Ammunition, incendiary with or without burster, expelling charge, or propelling charge","Ammunition, incendiary with or without burster, expelling charge, or propelling charge",FALSE,TRUE,TRUE,NA
UN0243,NA,1.2H,"Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge","Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0244,NA,1.3H,"Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge","Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0362,NA,1.4G,"Ammunition, practice","Ammunition, practice",FALSE,TRUE,TRUE,NA
UN0488,NA,1.3G,"Ammunition, practice","Ammunition, practice",FALSE,TRUE,TRUE,NA
UN0363,NA,1.4G,"Ammunition, proof","Ammunition, proof",FALSE,TRUE,TRUE,NA
UN0016,NA,1.3G,"Ammunition, smoke with or without burster, expelling charge or propelling charge","Ammunition, smoke with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0303,NA,1.4G,"Ammunition, smoke with or without burster, expelling charge or propelling charge","Ammunition, smoke with or without burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0246,NA,1.3H,"Ammunition, smoke, white phosphorus with burster, expelling charge, or propelling charge","Ammunition, smoke, white phosphorus with burster, expelling charge, or propelling charge",FALSE,TRUE,TRUE,NA
UN0018,NA,1.2G,"Ammunition, tear-producing with burster, expelling charge or propelling charge","Ammunition, tear-producing with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN0019,NA,1.3G,"Ammunition, tear-producing with burster, expelling charge or propelling charge","Ammunition, tear-producing with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN1104,NA,3,Amyl acetates,Amyl acetates,FALSE,TRUE,TRUE,NA
UN2620,NA,3,Amyl butyrates,Amyl butyrates,FALSE,TRUE,TRUE,NA
UN1106,NA,3,Amylamines,Amylamines,FALSE,TRUE,TRUE,NA
UN1548,NA,6.1,Aniline hydrochloride,Aniline hydrochloride,FALSE,TRUE,TRUE,NA
UN2431,NA,6.1,Anisidines,Anisidines,FALSE,TRUE,TRUE,NA
UN3141,NA,6.1,"Antimony compounds, inorganic, liquid, n.o.s","Antimony compounds, inorganic, liquid, n.o.s",FALSE,TRUE,TRUE,NA
UN1551,NA,6.1,Antimony potassium tartrate,Antimony potassium tartrate,FALSE,TRUE,TRUE,NA
UN2871,NA,6.1,Antimony powder,Antimony powder,FALSE,TRUE,TRUE,NA
UN1558,NA,6.1,Arsenic,Arsenic,FALSE,TRUE,TRUE,NA
UN1554,NA,6.1,"Arsenic acid, solid","Arsenic acid, solid",FALSE,TRUE,TRUE,NA
UN1556,NA,6.1,"Arsenic compounds, liquid, n.o.s. inorganic, including arsenates, n.o.s.; arsenites, n.o.s.; arsenic sulfides, n.o.s.; and organic compounds of arsenic, n.o.s","Arsenic compounds, liquid, n.o.s. inorganic, including arsenates, n.o.s.; arsenites, n.o.s.; arsenic sulfides, n.o.s.; and organic compounds of arsenic, n.o.s #OR# Methyldichloroarsine",FALSE,TRUE,TRUE,NA
UN1559,NA,6.1,Arsenic pentoxide,Arsenic pentoxide,FALSE,TRUE,TRUE,NA
UN2760,NA,3,"Arsenical pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Arsenical pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2994,NA,6.1,"Arsenical pesticides, liquid, toxic","Arsenical pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2759,NA,6.1,"Arsenical pesticides, solid, toxic","Arsenical pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN2188,NA,2.3,Arsine,Arsine,FALSE,TRUE,TRUE,NA
UN3522,NA,2.3,"Arsine, adsorbed","Arsine, adsorbed",FALSE,TRUE,TRUE,NA
UN3542,NA,4.2,"Articles containing a substance liable to spontaneous combustion, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3543,NA,4.3,"Articles containing a substance which in contact with water emits flammable gases, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3537,NA,2.1,"Articles containing flammable gas, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3540,NA,3,"Articles containing flammable liquid, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3541,NA,4.1,"Articles containing flammable solid, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3548,NA,9,"Articles containing miscellaneous dangerous goods, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3538,NA,2.2,"Articles containing non-flammable, non-toxic gas, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3544,NA,5.1,"Articles containing oxidizing substance, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3539,NA,2.3,"Articles containing toxic gas, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN3546,NA,6.1,"Articles containing toxic substance, n.o.s.",NA,FALSE,TRUE,FALSE,NA
UN0486,NA,1.6N,"Articles, explosive, extremely insensitive or Articles, EEI","Articles, explosive, extremely insensitive or Articles, EEI",FALSE,TRUE,TRUE,NA
UN0349,NA,1.4S,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0462,NA,1.1C,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0463,NA,1.1D,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0464,NA,1.1E,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0465,NA,1.1F,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0466,NA,1.2C,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0467,NA,1.2D,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0468,NA,1.2E,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0469,NA,1.2F,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0472,NA,1.4F,"Articles, explosive, n.o.s","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0350,NA,1.4B,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0351,NA,1.4C,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0352,NA,1.4D,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0353,NA,1.4G,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0354,NA,1.1L,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0355,NA,1.2L,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0356,NA,1.3L,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0471,NA,1.4E,"Articles, explosive, n.o.s.","Articles, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN3164,NA,2.2,"Articles, pressurized pneumatic or hydraulic containing non-flammable gas","Articles, pressurized pneumatic or hydraulic containing non-flammable gas",FALSE,TRUE,TRUE,NA
UN0380,NA,1.2L,"Articles, pyrophoric","Articles, pyrophoric",FALSE,TRUE,TRUE,NA
UN0428,NA,1.1G,"Articles, pyrotechnic for technical purposes","Articles, pyrotechnic for technical purposes",FALSE,TRUE,TRUE,NA
UN0429,NA,1.2G,"Articles, pyrotechnic for technical purposes","Articles, pyrotechnic for technical purposes",FALSE,TRUE,TRUE,NA
UN0430,NA,1.3G,"Articles, pyrotechnic for technical purposes","Articles, pyrotechnic for technical purposes",FALSE,TRUE,TRUE,NA
UN0431,NA,1.4G,"Articles, pyrotechnic for technical purposes","Articles, pyrotechnic for technical purposes",FALSE,TRUE,TRUE,NA
UN0432,NA,1.4S,"Articles, pyrotechnic for technical purposes","Articles, pyrotechnic for technical purposes",FALSE,TRUE,TRUE,NA
UN2590,NA,9,"Asbestos, chrysotile","Asbestos, chrysotile",FALSE,TRUE,TRUE,NA
UN3335,NA,9,"Aviation regulated solid, n.o.s","Aviation regulated solid, n.o.s",FALSE,TRUE,TRUE,NA
UN3242,NA,4.1,Azodicarbonamide,Azodicarbonamide,FALSE,TRUE,TRUE,NA
UN0224,NA,1.1A,"Barium azide, dry or wetted with less than 50 percent water, by mass","Barium azide, dry or wetted with less than 50 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2719,NA,5.1,Barium bromate,Barium bromate,FALSE,TRUE,TRUE,NA
UN1445,NA,5.1,"Barium chlorate, solid","Barium chlorate, solid",FALSE,TRUE,TRUE,NA
UN1565,NA,6.1,Barium cyanide,Barium cyanide,FALSE,TRUE,TRUE,NA
UN2741,NA,5.1,Barium hypochlorite with more than 22 percent available chlorine,Barium hypochlorite with more than 22 percent available chlorine,FALSE,TRUE,TRUE,NA
UN1446,NA,5.1,Barium nitrate,Barium nitrate,FALSE,TRUE,TRUE,NA
