"Title","AccidentDate","GeolocationLatitude","GeolocationLongitude","NTSB_InvestigationStatus","NTSB_Title","WhatHappened","WhatWeFound","WhatWeRecommended","IIC","LessonsLearned","InvestigativeDetailVideo1","InvestigativeDetailVideo2","InvestigativeDetailVideo3","InvestigativeDetailVideo4","InvestigativeDetailVideo1Title","InvestigativeDetailVideo2Title","InvestigativeDetailVideo3Title","InvestigativeDetailVideo4Title","RelatedSafetyAlert","Month","Day_Of_Week","Time_Of_Day"
"Collision of Missouri-Kansas-Texas Railroad Company Train No. 103 with Standing Freight Cars",1983-03-17 05:00:00,NA,NA,"Closed",NA,"About 4&#58;10 p.m., on March 17, 1983, after receiving a clear signal indicating a clear main track route, Missouri-Kansas-Texas Railroad Company train No. 103, entered a misaligned track switch leading from the main track to an interchange track and collided with standing freight cars on the interchange track. A signal maintainer was working on the switch circuit controller, and had disconnected the shunt wires while working at that location. The engineer of train No. 103 received serious injuries, and the fireman and brakeman received minor injuries. Damage was estimated to be about $2,443,295.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Thu",NA
"Side Collision of Two Missouri Pacific Railroad Company Freight Trains at Glasie Junction",1982-10-03 04:00:00,NA,NA,"Closed",NA,"About 4&#58;15 a.m., on October 3, 1982, a Missouri Pacific Railroad Company (MP) southbound freight train Extra UP 2948 South collided with the eighth car ahead of the caboose of an opposing freight train, MP Extra UP 2437 North, at a rail junction known as Glaise Junction on the MP near the community of Possum Grape, Arkansas. The three-unit locomotive and the following nine cars of the southbound train derailed, and the second through eighth cars ahead of the caboose on the northbound train derailed. The engineer and the head brakeman of the southbound train were killed on impact; the conductor of the northbound train was injured and hospitalized. Fire broke out at the overturned lead unit. Damage was estimated to be $1,047,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Sun",NA
"Derailment of Illinois Central Gulf Railroad Freight Train Extra 9629 East (GS-2-28) and Release of Hazardous Materials",1982-09-28 04:00:00,NA,NA,"Closed",NA,"About 5&#58;12 a.m., c.d.t., on September 28, 1982, Illinois Central Gulf Railroad (ICG) freight train Extra 9629 East (GS-2-28) derailed 43 cars on the single main track of the Hammond District in Livingston, Louisiana. Of the derailed cars, 36 were tank cars; 27 of these cars contained various regulated hazardous or toxic chemical commodities, 2 contained nonregulated hazardous materials, and 5 contained flammable petroleum products. A total of 20 tank cars were punctured or breached in the derailment. Fires broke out in the wreckage, and smoke and toxic gases were released into the atmosphere. Thermally-induced explosions of two tank cars that had not been punctured caused them to rocket violently. About 3,000 persons living within a 5-mile radius of the derailment site were evacuated for as long as 2 weeks. Nineteen residences and other buildings in Livingston were destroyed or severely damaged. More than 200,000 gallons of toxic chemical product were spilled and absorbed into the ground requiring extensive excavation of contaminated soil and its transportation to a distant dump site. This has resulted in long-term closure of the railroad line and an adjacent highway. Property damage has been estimated to be in excess of $14 million.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Tue",NA
"Fire Onboard Amtrak Passenger Train No. 11, Coast Starlight",1982-06-23 04:00:00,NA,NA,"Closed",NA,"About 1&#58;35 a.m., on June 23, 1982, Amtrak passenger train No. 11, the Coast Starlight, with 307 persons onboard and consisting of 10 cars operating on Southern Pacific Transportation Company track, stopped at Gibson, California, after fire and dense, heavy smoke was discovered in a sleeping car. The passengers in two sleeping cars were evacuated. As a result of the smoke and fire, 2 passengers died, 2 passengers were injured seriously, and 57 passengers and 2 train crewmembers were treated for smoke inhalation. Five persons were admitted to the hospital. Damage was estimated at $1,190,300.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Wed",NA
"Derailment of Amtrak Train No. 5 (the San Francisco Zephyr) on the Burlington Northern Railroad",1982-06-15 04:00:00,NA,NA,"Closed",NA,"About 3&#58;15 a.m. on June 15, 1982, Amtrak Train No. 5 (the San Francisco Zephyr), with 315 persons onboard, derailed near Emerson, Iowa, while traveling about 74 miles per hour on the Burlington Northern Railroad. The train was traveling westbound on the No. 2 main track when it encountered floodwater over the top of washed-out rails. The accident resulted in 1 passenger fatality and 27 injuries. Damage was estimated to be about $3,381,940.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Tue",NA
"Derailment of Seaboard Coast Line Railroad Train No. 120",1982-05-31 04:00:00,NA,NA,"Closed",NA,"At 1&#58;25 p.m., on May 31, 1982, northbound Seaboard Coast Line (SCL) freight train No. 120 derailed at the Swift Creek Bridge in Colonial Heights. Virginia, following a hard run in of slack which occurred when the train transited a change in grades. The train was classified as restricted by SCL timetable designation with a maximum authorized speed of 50 mph. The engineer stated the train speed was 45 mph at the time of derailment; however, tests conducted following the accident indicate that the train speed was 64 mph when the train derailed. Cars No. 89 through No. 118 derailed. A tank car was breached in the derailment, and its contents were released and immediately ignited. No crewmembers were injured as a result of the accident, but 12 firefighters and a state emergency official collapsed during firefighting operations. Erroneous and conflicting information concerning hazardous material on the train caused confusion and resulted in misdirected emergency response efforts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Mon",NA
"Head On Collision of Amtrak Trains Extra 769 East and No. 195",1982-03-29 05:00:00,NA,NA,"Closed",NA,"About 2&#58;35 a.m., on March 29, 1982, Amtrak locomotive Extra 769 East, a rescue locomotive which had been dispatched from the 30th Street Station in Philadelphia, collided head-on with standing disabled train No. 195 near Bristol, Pennsylvania. The rescue locomotive was not derailed, but the locomotive and first car of train No. 195 were derailed. Twenty-three passengers and 6 crewmen were treated at local hospitals; 2 passengers and 1 crewman were admitted because of cuts, abrasions, strains and sprains. Damage was estimated at $823,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Mon",NA
"Long Island Railroad, Commuter Train / Ford Van Collision",1982-03-14 05:00:00,NA,NA,"Closed",NA,"About 2&#58;18 a.m., on Sunday, March 14, 1982, a privately owned southbound Ford van was struck by eastbound Long Island Railroad Train No. 4602A, a commuter passenger train, at a railroad/highway grade crossing on Herricks Road and the main line of the Long Island Railroad in Mineola, Nassau County, New York. The Ford van, occupied by a teenage driver and nine teenage passengers, had been driven around a properly functioning lowered gate with flashing lights onto the crossing. Following the impact, a minor fire was ignited in the van's motor compartment. The fire was quickly extinguished by a local fire department. Nine of the van occupants were killed and one passenger was critically injured. There were no reported injuries to the passengers or crew aboard the commuter train.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Sun",NA
"Derailment of Washington Metropolitan Area Transit Authority Train No. 410 at Smithsonian Interlocking",1982-01-13 05:00:00,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Wed",NA
"Derailment of Southern Pacific Transportation Company Train No. 01-BSMFF-05 Carrying Radioactive Material",1982-01-07 05:00:00,NA,NA,"Closed",NA,"About 9&#58;50 p.m., P.s.t., on Thursday, January 7, 1982, Southern Pacific Transportation Company freight train No. 01-BSMFF-05, derailed 14 cars at Thermal, California, while traveling about 57 miles per hour on the tangent single main track. Four transients riding on the train were seriously injured, a fifth transient died as a result of injuries. No crewmembers were injured as a result of the accident. The presence of radioactive material in the derailed Trailer-On-Flat-Car train was discovered about 1 hour after the accident occurred, resulting in the handling of the emergency response effort as a serious radiological emergency. Contributing to misdirected emergency response efforts was erroneous and conflicting information concerning hazardous material on the train. Accurate information regarding the precise nature of the radioactive material shipment was not available at the accident site until about 5 hours after the derailment occurred; at that time radiological emergency procedures were terminated. Damage was estimated to be about $1,015,350.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Thu",NA
"Collision of a Southeastern Pennsylvania Transportation Authority Commuter Train with a Gasoline Truck",1982-01-02 05:00:00,NA,NA,"Closed",NA,"About 9&#58;45 a.m., e.s.t., on January 2, 1982, eastbound Southeastern Pennsylvania transportation Authority (SEPTA) passenger train No. 114, consisting of a single rail diesel self-propelled passenger car (RDC), struck a southbound Atlantic Richfield Company (ARGO) tractor/cargo-tank semitrailer (truck) carrying gasoline at the Second Street Pike crossing at Southampton, Pennsylvania. The tractor and trailer overturned, erupted in fire, and crushed the rear of a automobile standing south of the crossing in the northbound lane of Second Street Pike. Five persons sustained minor injuries. The train operator sustained second and third degree burns over 80 percent of his body and died 2 weeks later as a result of his injuries. Damage was estimated at $452,900.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Sat",NA
"Rear End Collision of Louisville and Nashville Railroad Company Trains No. 586 and Extra 8072 North",1981-12-28 05:00:00,NA,NA,"Closed",NA,"About 9&#58;30 a.m. on December 28, 1981, Louisville and Nashville Railroad Company (L&amp;N) northbound train No. 586 struck the rear of standing L&amp;N train Extra 8072 North at New Johnsonville, Tennessee. Train No. 586 passed two consecutive wayside automatic block signals displaying an approach aspect (yellow) and a restricted proceed aspect (red), respectively, before it struck the rear of Extra 8072 North. The caboose and six cars of Extra 8072 North and five locomotive units and one car of No. 586 were derailed. The conductor of Extra 8072 North was killed, and the engineer and head brakeman of No. 586 were slightly injured. Damage was estimated at $998,313.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Mon",NA
"Side Collision & Derailment of Norfolk & Western Railway Company Trains Nos. 6BS78, Yard Shifter, and 67HNP",1981-11-28 05:00:00,NA,NA,"Closed",NA,"About 8&#58;20 a.m. on Saturday, November 28, 1981, Norfolk &amp; Western Railway Company freight train No. 6BS78 after receiving a proceed signal indicating a clear main track route, entered a misaligned crossover leading from the eastbound main track onto yard track No. 1 at Crewe, Virginia, sideswiped coal-laden hopper cars being handled by the yard shifter, and then caromed into freight cars of freight train No. 67HNP, which was on the adjacent westbound main track. Two locomotive units and seven cars of train No. 6BS78, nine cars of train No. 67HNP, seven cars on yard track No. 1, and four cars standing on yard track No. 3 were derailed or damaged. The conductor of train No. 67HNP and the front brakeman of train No. 6BS78 received minor injuries as a result of the accident. Damage was estimated to be about $690,305.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Sat",NA
"Miller Transporters Inc., Tractor Cargo Tank Semitrailer/Southern Railway System Freight Train Collision and Fire",1981-09-15 04:00:00,"34.720653","-86.627507","Closed",NA,"​​​At 9:00 a.m. c.d.t., on September 15, 1981, a northbound truck tractor-cargo tank semitrailer loaded with 8,986 gallons of gasoline was struck by a westbound freight train at a raiIroad/highway grade crossing on Jordan Lane in Huntsville, Alabama. The gasoline cargo escaping from the ruptured cargo tank splashed over the locomotive and four passenger cars, that had stopped north of the track to await the train's passage, and ignited. At the time, the crossing warning red lights were flashing and the bell was ringing; the train lights were i​lluminated, its bell was ringing, and its whistle was sounding. Five persons were killed, two persons died later as a result of their injuries, and four of five train crewmembers were injured.​","<p>​​​The probable cause of this accident was the failure of the truck&#160;driver to comply wi​​th the activated crossing warning signal and Federal regulations and company rules that require hazardous materials carriers to stop at all nonexempt railroad crossings to determine if it is safe before crossing the tracks. Contributing to the severity of this accident and loss of life was the rupture of the cargo tank and the rapid spread of the burning gasoline around the victims' cars which were stopped directly in the path of the spreading gasoline.</p>","<p>​​As a result of its investigation, the National Transportation Safety Board made three recommendations to the State of Alabama.​<br></p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Tue",0-01-01 09:00:00
"Head On Collision of Boston & Maine Corp Extra 1731 East & MBTA Train No. 570 on Former Boston & Maine Corp. Tracks",1981-08-11 04:00:00,NA,NA,"Closed",NA,"About 4&#58;15 p.m. on August 11, 1981, Boston &amp; Maine Corporation freight train Extra 1731 East and Massachusetts Bay Transportation Authority westbound commuter train No. 570 collided head-on on the former Boston &amp; Maine Corporation tracks near Prides Crossing, Beverly, Massachusetts. The train dispatcher allowed Extra 1731 East, a yard switcher, to enter onto the main track because he understood that a coworker would instruct the train to clear the main track for westbound No. 570. The coworker did not have the same understanding about the train's routing as the dispatcher, and Extra 1731 East was allowed to proceed eastward on the same track on which No. 570 had been authorized to proceed westward. The engineer of No. 570 and two trainmen and an unauthorized passenger on Extra 1731 East were killed. The engineer and foreman of Extra 1731 East, and the conductor, the trainman, and 28 passengers on No. 570 were injured. Damage was estimated at $1,683,200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Tue",NA
"Rear End Collision of New York City Transit Authority Subway Trains 142NL and 132NL",1981-07-03 04:00:00,NA,NA,"Closed",NA,"About 1&#58;45 p.m. on July 3, 1981, New York City Transit Authority (NYCTA) train 142NL struck the rear of NYCTA train 132NL north of the Sutter Avenue Station in Brooklyn, New York. The collision was preceded by a signal failure in the area at 11&#58;12 a.m. which the NYCTA command center was not aware of. Trains were continually dispatched into the failure area at other than scheduled times, without being warned about the inoperative signals, until 1&#58;37 p.m. During this time, signal department employees were flagging trains by the inoperative signals while attempting to determine the cause of the failure. The motorman of train 142NL was killed, and 140 passengers and crewmembers on the trains were injured. Estimated damage was $543,200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Fri",NA
"Derailment of Amtrak Train No. 97 on Seaboard Coast Line Railroad Track",1981-05-26 04:00:00,NA,NA,"Closed",NA,"At approximately 12&#58;30 p.m. EST, on May 26, 1981, southbound Amtrak train No. 97 operating over Seaboard Coast Line Railroad track derailed in Lochloosa, Florida. The locomotive and 9-car train derailed at a previously damaged switch leading to a siding that paralleled the main track. Nine passengers and 9 Amtrak employees were injuried; damage was estimated at $241,258.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Tue",NA
"Derailment of Southern Pacific Transportation Company Freight Train Extra 9164",1981-05-22 04:00:00,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Fri",NA
"Head On Collision Between Baltimore and Ohio Railroad Company Train No. 88 and the Brunswick Helper",1981-02-09 05:00:00,NA,NA,"Closed",NA,"At 9&#58;56 a.m. on February 9, 1981, Baltimore &amp; Ohio Railroad Company's Brunswick Helper 7603-7545 and eastbound train No. 88 collided head-on while being operated in opposing directions on the No. 2 eastward main track. The trains collided in a 140' curve about 4,000 feet east of Germantown, Maryland. The fireman and front brakeman of No. 88, and the engineer and front brakeman of the Brunswick Helper were injured. Damage was estimated at $701,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Mon",NA
"Illinois Central Gulf Railroad and Mobile Oil Company Tractor/Cargo-Tank Semitrailer Collision and Fire",1980-11-25 05:00:00,"29.97593","-90.245938","Closed",NA,"About 6:58 p.m., on November 25, 1980, a southbound tractor/cargo-tank semitrailer loaded with 8,600 gallons of gasoline approached a railroad/highway grade crossing on Williams Boulevard in Kenner, Louisiana. The vehicle was driven around the grade crossing automatic gates which were down and was struck by an eastbound Illinois Central Gulf Railroad freight train. T​​he freight train's lights were illuminated, its whistle was sounding, and its bell was ringing. The overturning semitrailer struck a northbound automobile stopped at the crossing. Gasoline flowing from the ruptured cargo tank ignited. The burning gasoline destroyed the automobile, a building, the semitrailer, and damaged 19 other automobiles. The train locomotive was derailed and was damaged by fire. Seven persons were killed and six others were injured in the accident.","<p>​​The probable cause of this accident was the failure of the truck driver to obey the activated warning devices and his attempt to drive the truck across the railroad/highway grade crossing ahead of the freight train. Contributing to the severity of this accident and loss of life was the rupture of the cargo tank and the ignition of the gasoline cargo.</p>","<p>​​As a result of this investigation, we made recommendations to the city of Kenner, Louisiana, the State of Louisiana, the Illinois Central Gulf Railroad, and the Association of American Railroads.​<br></p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Tue",0-01-01 18:58:00
"Rear End Collision of Union Pacific Railroad Company Freight Trains Extra 3119 West and Extra 8044 West",1980-11-17 05:00:00,NA,NA,"Closed",NA,"At about 2&#58;29 p.m PST, on November 17, 1980, Union Pacific Railroad Company (UP) work train Extra 3119 West ran out of control while descending a long 2.20% grade, overtook, and struck the rear of UP freight train Extra 8044 West on the UP's single main track near Kelso, California. Three train crew members were killed and 1 crew member was injured. The locomotive unit of Extra 3119 West, the caboose of Extra 8044 West, and 23 freight cars were destroyed. Total damage was estimated at $1.2 million.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Mon",NA
"Head End Collision of Amtrak Passenger Train No. 74 and Conrail Train OPSE-7",1980-11-07 05:00:00,NA,NA,"Closed",NA,"About 4&#58;12 p.m., on November 7, 1980, Conrail freight train OPSE-7 struck the head-end of Amtrak train No. 74 while it was standing on track No. 2 at Dobbs Ferry, New York. The lead locomotive unit of train OPSE-7 overrode and destroyed the operating cab of the power car of train No. 74. Of the estimated 234 persons aboard the trains, 75 passengers and 9 crewmembers were injured. Damage to the equipment was estimated at $915,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Fri",NA
"Derailment of Amtrak Passenger Train No. 21 on the Illinois Central Gulf Railroad",1980-10-30 05:00:00,NA,NA,"Closed",NA,"About 8&#58;37 p.m., c.s.t., on October 30, 1980, two locomotive units and seven of eight cars of southbound Amtrak passenger train No. 21, the Inter-American, derailed while moving through a No. 10 main track turnout on the Illinois Central Gulf Railroad (ICG), at Springfield, Illinois. Of the 96 passengers and 12 train crewmembers on board, 4 passengers and 2 train crewmembers were injured. Both locomotive units and a sleeping car were overturned and incurred extensive damages. Total damage was estimated at $593,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Thu",NA
"Rear End Collision of Union Pacific Railroad Company Freight Trains",1980-10-16 04:00:00,NA,NA,"Closed",NA,"About 3&#58;06 p.m., on October 16, 1980, Union Pacific Railroad Company (UP) freight train Extra 3749 West (NPH-16) struck the rear of UP grain train Extra 3557 West (SGTLB-635) while it was standing about 100 feet west of intermediate signal No. 5517 near Hermosa, Wyoming. Two train crewmembers were killed and two crewmembers were injured. The 3 locomotive units of NPH-16 and 16 cars, including the caboose, of SGTLB-635 were derailed. Total damage was estimated to be $993,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Thu",NA
"Side Collision of Norfolk & Western Railway Company Train No. 86 with Extra 1589 West",1980-09-06 04:00:00,NA,NA,"Closed",NA,"About 8&#58;10 a.m., on September 6, 1980, while operating on the westbound main track, near Welch, West Virginia, eastbound Norfolk and Western Railway Company (N&amp;W) freight train No. 86 collided with the sixth car of N&amp;W Extra 1589 West. The accident occurred while Extra 1589 West was moving from the westbound main track onto an auxiliary center passing track at the east switch of the Farm Interlocking. The engineer, fireman, and front brakeman of train No. 86 were killed. Damage was estimated at $1,446,553.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Sat",NA
"Illinois Central Gulf Railroad Company Freight Train Derailment, Hazardous Material Release and Evacuation",1980-07-26 04:00:00,NA,NA,"Closed",NA,"About 7&#58;58 a.m., on July 26, 1980, 4 locomotive units and 17 cars, including 7 placarded tank cars containing hazardous materials, of Illinois Central Gulf Railroad Company freight train No. 64 were derailed while moving at a calculated speed of about 35 mph around a 6 curve in Muldraugh, Kentucky. Two tank cars of vinyl chloride were punctured and their contents burned. Flames impinged two other tank cars of vinyl chloride, causing one to vent toxic fumes, but neither car ruptured. About 6,500 persons were evacuated from Muldraugh and the U.S. Army installation at Fort Knox. Four train crewmembers were injured during the derailment, and property damage was estimated at $1,348,394.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Sat",NA
"Rear End Collision of Septa Conrail Trains Nos. 406 and 472 on Conrail Track",1980-07-17 04:00:00,NA,NA,"Closed",NA,"About 7&#58;56 a.m., on July 17, 1980, Southeastern Pennsylvania Transportation Authority (SEPTA)-Consolidated Rail Corporation (Conrail) commuter train No. 472 struck the rear of SEPTA-Conrail commuter train No. 406 while it was standing on the No. 2 track east of the station at North Wales, Pennsylvania. The rear car of train No. 406 overrode and destroyed the empty lead car of train No. 472. Of the estimated 321 persons on the 2 trains, 64 passengers and 3 crewmembers received injuries. Damage to the equipment was estimated at $1,475,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Thu",NA
"Train Accident Involving Amtrak Passenger Train No. 225 and Amtrak Work Extra 4934",1980-07-09 04:00:00,NA,NA,"Closed",NA,"About 6&#58;30 p.m., on July 9, 1980, westbound Amtrak passenger train No. 225 was struck by a 15-foot section of rail that had been protruding from the side of a railcar on Work Extra No. 4934, an eastbound continuous welded rail train, at Linden, New Jersey. The rail penetrated the first car of passenger train No. 225, struck and killed one passenger, and injured 17 others.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Wed",NA
"Derailment of Western Pacific Railroad Company Freight Train Extra Up 3734 West (Sealand 6)",1980-04-09 04:00:00,NA,NA,"Closed",NA,"About 6&#58;55 p.m., P.s.t., on April 9, 1980, Western Pacific Railroad Company westbound freight train Extra UP 3734 West (Sealand 6), had its caboose, a pusher locomotive behind the caboose, and seven freight cars derailed while crossing the Industrial Parkway overpass at Hayward, California. Of the nine crewmembers, two train crewmembers were killed and two were injured. Three locomotive units and the caboose were destroyed. Damage was estimated at $1,382,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Tue",NA
"Head On Collision Between Amtrak Train No. 82 and Seaboard Coast Line Extra 2771 South",1980-04-02 05:00:00,NA,NA,"Closed",NA,"About 7&#58;38 a.m., on April 2, 1980, northbound Amtrak Train No. 82 collided head-on with Seaboard Coast Line (SCL) Extra 2771 South on the single track of the SCL Railroad at Lakeview, North Carolina, after train No. 82 overran a stop signal at the north end of the double track. Twenty-nine crewmembers and ninety-four passengers were injured, and damage was estimated at $1,145,492.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Wed",NA
"Derailment of Amtrak Train No. 7 the Empire Builder on Burlington Northern Track",1980-03-14 05:00:00,NA,NA,"Closed",NA,"About 4&#58;00 p.m., on March 14, 1980, westbound Amtrak passenger train No. 7, the Empire Builder, derailed two Locomotive units and eight cars while moving at 37 mph through a 608' curve on the Burlington Northern track at Glacier Park, Montana. Of the 170 passengers and 20 crewmembers, 115 persons were injured; 35 of the injured were hospitalized. Property damage was estimated to be $546,800.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Fri",NA
"Head End Collision of Nine Burlington Northern Loco Units with a Standard Freight Train",1980-02-16 05:00:00,NA,NA,"Closed",NA,"On February 16, 1980, Burlington Northern (BN) freight train Extra 2048 East (No. 178) stalled on an ascending grade about 4.7 miles west of Angora, Nebraska. The crew was instructed to uncouple the three-unit locomotive from the train and move it east to Angora to meet the six-unit locomotive of Extra 7814 West at Angora. The nine locomotive units were coupled together and moved westward on the descending grade toward the standing train. While moving at a speed of about 46 mph, the locomotive units collided with the standing portion of train No. 178. The head brakeman of train No. 178 and the engineer of Extra 7814 West were killed, and three crewmembers of Extra 7814 were injured. Damage was estimated at $1,291,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Sat",NA
"Head On Collision of B & O Freight Trains Extra 6474 and Extra 4367 West",1980-02-12 05:00:00,NA,NA,"Closed",NA,"About 5&#58;55 a.m., on February 12, 1980, two freight trains operated by the Baltimore and Ohio Railroad Company collided head-on at Orleans Road, West Virginia. Extra 6474 East was on track No. 2 traveling at 38 miles per hour as it passed the stop-and-stay signal at Orleans Road and entered a compound curve to the right, where Extra 4367 West was approaching at a speed of 32 mph. The fireman of Extra 4367 West was killed and the engineer and head brakeman were injured; the engineer, conductor, and brakeman of Extra 6474 East were injured. Property damage was estimated to be $1,688,200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tue",NA
"Rear End Collision of Conrail Commuter Trains",1979-10-16 04:00:00,NA,NA,"Closed",NA,"On October 16, 1979, about 8&#58;19 a.m., northbound Consolidated Rail Corporation (Conrail) train No. 1718 collided with the rear end of standing Conrail train No. 0714 and caused it to move forward and collide with standing Conrail train No. 716 on track No. 1 of Conrail's West Chester Branch, just north of the Angora station at Philadelphia, Pennsylvania. Of the 525 persons who were injured, one crewmember of train No. 0714 died 6 days after the accident. Equipment damage was estimated at $1,940,312.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Tue",NA
"Head End Collision of Amtrak Train No. 392 and ICG Train No. 51",1979-10-12 04:00:00,NA,NA,"Closed",NA,"At 9&#58;05 p.m., c.s.t., on October 12, 1979, northbound Amtrak passenger train No. 392 was traveling at 58.5 mph on track No. 4. at Harvey, Illinois. Illinois Central Gulf Freight Train No. 51 was waiting on track No. 3 to crossover to track No. 4 after train No. 392 went north. The switchtender on duty at Harvey aligned the crossover switch on track No. 4 seconds before train No. 392 arrived. Train No. 302 entered the crossover and struck train No. 51. The engineer and head brakeman on board train No. 51 were killed, and all 6 crewmembers and 38 passengers on board train No. 392 were injured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Fri",NA
"Derailment of Amtrak Train No. 4 the Southwest Limited on the Atchison, Topeka and Santa Fe Railway Company",1979-10-02 04:00:00,NA,NA,"Closed",NA,"About 6&#58;10 a.m., on October 2, 1979, Amtrak passenger train No. 4, the Southwest Limited, derailed 3 locomotive units and 17 cars while moving through a 7 curve on the Atchison, Topeka and Santa Fe Railway Company's tracks at Lawrence, Kansas. The speed of the train was 78 mph. Of the 147 passengers and 30 crewmembers, 2 persons were killed and 69 persons were injured. Property damage was estimated at $4,634,330.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Tue",NA
"Rear End Collision of Consolidated Rail Corporation Freight Trains ALPG-2 and APJ-2",1979-10-01 04:00:00,NA,NA,"Closed",NA,"About 5&#58;16 a.m., e.d.t., on October 1, 1979, Consolidated Rail Corporation (Conrail) eastbound freight train ALPG-2 struck the rear of standing Conrail eastbound freight train APJ-2 on the No. 2 main track near Royersford, Pennsylvania. The engineer and conductor of ALPG-2 were killed. The locomotive unit of ALPG-2 was derailed and destroyed. The caboose of APJ-2 and a total of 20 cars were derailed. Damage was estimated to be $562,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Mon",NA
"Derailment of Union Pacific Railroad Freight Train",1979-07-31 04:00:00,NA,NA,"Closed",NA,"On July 31, 1979, at 10&#58;30 p.m., eastbound Union Pacific (UPRR) freight train No. GRX 31 derailed at Granite, Wyoming. The train was moving on main track No. 2 at 75 mph when the second and third locomotive units derailed and overturned in a 305.8' curve, separated from the lead unit, destroyed the track, and caused the following 81 freight cars to derail. Two locomotive units were heavily damaged, 80 freight cars were destroyed and 2 overpass bridges of Interstate 80 were damaged extensively. Total damage was estimated at $5 million.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Tue",NA
"Rear End Collision of Southern Pacific Transportation Company Freight Trains 02-Holat-21 and 01-BSMFK-20",1979-07-24 04:00:00,NA,NA,"Closed",NA,"About 4&#58;03 a.m., on July 24, 1979, Extra 7810 West (01-BSMFK-20) collided with the rear of Extra 8484 West (02-HOLAT-21) while it was standing in a siding at Thousand Palms, California. Both trains were owned by the Southern Pacific Transportation Company (SP). The engineer died following the collision as a result of smoke and fire, and four crewmembers were injured. Damage was estimated at $1,479,700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Tue",NA
